,CustomerID,combined
2704,7858-GTZSP,0.8504019019009554
1931,0480-BIXDE,0.8503173491866237
4506,9919-KNPOO,0.8496130545549464
4789,2038-OEQZH,0.8482902440527783
342,2215-ZAFGX,0.8472428454524231
970,3317-VLGQT,0.8471897639326419
3928,6507-ZJSUR,0.8471864633967088
2831,2876-GZYZC,0.8464562602127811
3872,2262-SLNVK,0.84642314196858
2427,5288-AHOUP,0.8457253522612287
1462,2371-JQHZZ,0.8457116885998205
5076,5043-TRZWM,0.8449194286377637
3493,4929-XIHVW,0.8440939360638223
385,5119-NZPTV,0.8440705248317656
2280,2985-FMWYF,0.8435099429972001
1490,1200-TUZHR,0.8434217933316306
1248,6583-KQJLK,0.8423382404685013
3742,2984-AFWNC,0.842221641222636
3265,0018-NYROU,0.8419594816709489
4711,5382-SOYZL,0.8418916571149115
2213,1173-XZPYF,0.8418421959229967
63,0928-XUTSN,0.840035744099524
4096,8242-SOQUO,0.8399956341220054
3077,0840-DFEZH,0.8397193186319934
4788,0722-SVSFK,0.8396710572351513
3380,6918-UMQCG,0.8391941227254526
4999,9360-OMDZZ,0.8389424378017962
3973,5348-CAGXB,0.8385975868929486
3356,7402-EYFXX,0.8385684679407248
1407,8325-QRPZR,0.8380986869595956
1825,3199-XGZCY,0.8371615963110195
5025,0365-BZUWY,0.8371165474902326
3722,1226-IENZN,0.8370963012663278
4479,6705-LXORM,0.8367622178878094
5150,9208-OLGAQ,0.8366932482086774
1653,3338-CVVEH,0.8365371322663473
210,1475-VWVDO,0.8363954103767506
3556,6198-RTPMF,0.8363472853578183
2422,3422-GALYP,0.8361569775344524
1664,6860-YRJZP,0.8361065711243363
1882,9094-AZPHK,0.8358808051985651
1036,8541-QVFKM,0.835619869193585
2649,3462-BJQQA,0.835594285607322
3664,3030-YDNRM,0.8353780463292211
2147,1219-NNDDO,0.8353431363716506
3377,1960-UYCNN,0.8352262825371211
3583,3370-HXOPH,0.8351190680223595
4625,5442-BHQNG,0.8348839355392678
950,4854-CIDCF,0.8346646541797504
3414,1508-DFXCU,0.8343026763511764
4173,8266-VBFQL,0.8342047069100462
4381,7354-OIJLX,0.8340772734310022
4403,5928-QLDHB,0.8338398122649956
1009,4770-UEZOX,0.8328875076760448
1738,8107-KNCIM,0.8328498077969811
2088,3496-LFSZU,0.8327818678359028
5164,0168-XZKBB,0.8325291822470697
3354,7206-PQBBZ,0.8321281588915884
3164,4813-HQMGZ,0.832003916241683
4723,4612-SSVHJ,0.8318211567501885
3219,5995-SNNEW,0.8316056425833431
1477,3629-ZNKXA,0.8315974827139091
3463,4884-ZTHVF,0.8313747968239037
3859,5429-LWCMV,0.831372298656263
5095,8035-PWSEV,0.8313061803133496
3625,7823-JSOAG,0.8308843737477121
1708,6339-YPSAH,0.8308564664754213
3091,4291-SHSBH,0.8302195085709297
1521,8270-RKSAP,0.8300477082714551
3215,1016-DJTSV,0.8295997994974865
1932,3223-DWFIO,0.8289286621124298
3527,5956-YHHRX,0.8283977955139376
252,6851-WEFYX,0.8282915571919296
4044,6116-RFVHN,0.8280351070778112
3082,0225-ZORZP,0.8279556198747757
974,3453-RTHJQ,0.8275095644392618
3598,7517-LDMPS,0.826546933019702
2788,6734-GMPVK,0.8264500361366386
1109,7994-UYIVZ,0.8260535146230524
1614,5628-FCGYG,0.8259182564229848
3837,6198-ZFIOJ,0.825696534413587
1799,5117-IFGPS,0.8254605944060028
2028,0258-NOKBL,0.82534308508986
187,8875-AKBYH,0.8250327493769687
1046,5216-WASFJ,0.8243491097816942
2232,4301-VVZKA,0.8242327588669915
1175,5399-ZIMKF,0.8238716854624085
4972,4633-MKHYU,0.8233236880523056
2222,3427-GGZZI,0.8227554028325642
857,0396-YCHWO,0.822635915067937
2029,7392-YYPYJ,0.8225847639197745
1382,2809-ZMYOQ,0.8218488555428117
2952,8313-NDOIA,0.8205425706742674
4708,8714-CTZJW,0.8197233418884557
859,4853-OITSN,0.8194875408944652
318,9355-NPPFS,0.8192393706464477
4211,9840-EFJQB,0.8185294653919447
353,4566-NECEV,0.8176975812854851
3511,8309-IEYJD,0.8176248656955091
1413,5989-PGKJB,0.8173545933187046
5034,0432-CAJZV,0.8171312611603567
5079,1302-UHBDD,0.8170471199614061
234,0315-LVCRK,0.8169439089241891
3048,5032-MIYKT,0.816097661239718
3669,0420-HLGXF,0.8159544473489857
3574,9506-UXUSK,0.8157273200253754
743,4298-OYIFC,0.8156224036885358
4469,3951-NJCVI,0.8132872533451593
3163,1666-JXLKU,0.8132413866484931
986,9903-LYSAB,0.8132239028368511
1373,6215-NQCPY,0.8124945129467784
4235,6856-RAURS,0.812430156870312
1166,3420-YJLQT,0.81150379549434
1295,4123-DVHPH,0.8111034381491566
2805,1766-GKNMI,0.8109921658159379
3764,9617-INGJY,0.8104016641667848
912,3956-MGXOG,0.8102248930484351
3403,3295-YVUSR,0.8086738373563604
5001,2081-VEYEH,0.8085275427483256
143,2107-FBPTK,0.8083536979800251
285,6435-SRWBJ,0.8082981733911814
4366,2504-DSHIH,0.8080697303911907
1727,6242-MBHPK,0.8080393656030287
3116,2905-KFQUV,0.8077374536569637
3651,4559-UWIHT,0.8077135817092878
5059,1751-NCDLI,0.8072651103060164
976,2080-GKCWQ,0.8069562982541459
2547,1730-ZMAME,0.8067343689415281
1680,0581-BXBUB,0.8066520223927873
3645,7801-KICAO,0.8065962003661454
957,5701-YVSVF,0.8063705439428471
4337,3365-SAIGS,0.8052810162172798
4867,4183-MYFRB,0.8052018828968338
2162,9432-VOFYX,0.8047106755454114
1615,1769-GRUIK,0.8036127798267015
3,9050-IKDZA,0.8032219767642869
734,9696-RMYBA,0.802699180132855
4416,6496-JDSSB,0.8023860748031386
2027,9494-MRNYX,0.8023118361132906
3287,0093-EXYQL,0.8023104797202155
2317,0434-CSFON,0.8019177509476898
278,2439-LYPMQ,0.801443926072551
2654,2800-VEQXM,0.8012614796524431
1403,5879-SESNB,0.8010311621033308
3847,1307-ATKGB,0.7992345772058257
2115,0674-DGMAQ,0.7992200953244143
3158,4029-HPFVY,0.7992027551642822
3584,3003-CMDUU,0.7991093190945224
4060,7978-DKUQH,0.7985976829404036
910,2959-FENLU,0.7984601747570473
4949,4983-CCWMC,0.7983889039081855
1973,8709-KRDVL,0.7978356791438815
1132,4583-PARNH,0.7977409533225797
2301,6103-BOCOU,0.797472737734691
4827,7924-GJZFI,0.7974570179310011
2479,6407-UTSLV,0.7972731180345913
3491,6719-OXYBR,0.797164510130729
1618,8630-FJLIB,0.7971615011568457
3341,1251-STYSZ,0.7968676166836987
2533,5937-EORGB,0.7967547054109229
2325,2187-PKZAY,0.796595813176669
2435,5233-AOZUF,0.7960067683415758
4540,4132-KALRO,0.7957633995796989
862,6923-JHPMP,0.7957503725694501
4206,3841-CONLJ,0.7956381890568842
1370,2424-WVHPL,0.7953847709738702
4577,6267-DCFFZ,0.7949066715488635
177,3420-ZDBMA,0.7942759366942684
3044,4450-DLLMH,0.7940548756554086
3125,6175-IRFIT,0.794027487498818
4204,5899-OUVKV,0.7938608302697405
1905,0491-KAPQG,0.7938494711930282
2927,5271-DBYSJ,0.7934492806528346
4157,3411-WLRSQ,0.7933639372793037
1146,8873-GLDMH,0.7933291612123213
2809,3916-NRPAP,0.7932896235179767
3053,8040-MNRTF,0.7931591949555881
3712,9365-SRSZE,0.7926033263126251
1540,8990-ZXLSU,0.7922656339854449
2625,4480-QQRHC,0.7922627463863682
4338,2325-NBPZG,0.7920266264140664
1011,7315-WYOAW,0.7919661910033076
982,2603-HVKCG,0.7912957956380111
4676,5022-KVDQT,0.7912076397274809
3207,0899-LIIBW,0.7910954944613007
4778,2665-NPTGL,0.791066181376353
4260,8687-BAFGU,0.7909875739895675
2699,0793-TWELN,0.7909764997214254
4850,8132-YPVBX,0.7908864146218565
5166,0921-OHLVP,0.7907082622126193
4080,4521-YEEHE,0.7903947287963854
93,8189-XRIKE,0.7903400238980515
284,4445-ZJNMU,0.7902500135705477
1991,1754-GKYPY,0.7902203085757741
610,2235-DWLJU,0.7901407417039146
255,9279-CJEOJ,0.7897933276997874
3596,8903-WMRNW,0.7897853060585347
1685,8849-AYPTR,0.789576814742738
1847,2501-XWWTZ,0.7895213270741319
1688,9822-OAOVB,0.7892460178322755
618,0439-IFYUN,0.7890351753515169
2346,8695-ARGXZ,0.788859625285268
2153,1391-UBDAR,0.7885683513742804
3145,4998-IKFSE,0.7885297240798498
3954,8617-ENBDS,0.7884650762291834
349,9058-MJLZC,0.7884461673638183
3331,3904-UKFRE,0.7881336816385927
1999,5501-TVMGM,0.7880998756713002
3226,2080-CAZNM,0.7875733045660075
1075,1028-FFNJK,0.7874995604350414
2241,2254-DLXRI,0.7873888121999764
2298,9093-FPDLG,0.787360362787346
936,8584-KMVXD,0.7872863456743343
1686,0650-BWOZN,0.7861748192574414
455,7422-WNBTY,0.7858486975505788
2234,4647-MUZON,0.7855726838518067
1007,3955-JBZZM,0.7855529597310694
3824,5652-MSDEY,0.7854535158560114
3231,6833-JMZYP,0.7854339093746084
2018,1658-TJVOA,0.7849018407030127
130,5044-LRQAQ,0.7846937155426582
1173,1746-TGTWV,0.7843343228672853
1970,5091-HFAZW,0.7843316283689723
1157,7901-HXJVA,0.7843128424090731
1012,5605-IYGFG,0.7839030083281808
2869,7278-CKDNC,0.7837561379105489
1954,2754-SDJRD,0.7836518379217443
3528,3966-HRMZA,0.7832787493542417
4821,5226-NOZFC,0.7830359652840435
4029,0958-YHXGP,0.7819883793902846
1435,5439-WIKXB,0.7817235515284409
2288,5405-ZMYXQ,0.7815368426315769
1171,5857-TYBCJ,0.7814266997085122
3269,6212-ATMLK,0.7812564822665364
4526,5666-CYCYZ,0.780831650835197
62,0848-ZGQIJ,0.7806507932197848
2209,0928-JMXNP,0.7805672312598416
594,3914-FDRHP,0.7804402057092488
3087,7460-ITWWP,0.7803473866429651
4643,9741-YLNTD,0.7801863195949481
2137,5222-IMUKT,0.7800876116342838
1953,2135-DQWAQ,0.7800008842753196
563,0570-BFQHT,0.7799625109742236
853,7426-RHZGU,0.779740880459626
2468,3292-PBZEJ,0.7794147298020302
4908,8486-AYEQH,0.7793944959700392
873,0620-DLSLK,0.7792813496390743
4134,6559-PDZLR,0.7791331060340669
409,9773-PEQBZ,0.778448557655558
2155,3002-WQZWT,0.7784244603968288
898,0196-JTUQI,0.7782536685303222
2250,5692-ICXLW,0.7780647133054379
4480,1580-BMCMR,0.7780139551548982
2525,8818-DOPVL,0.7774717547083458
850,0682-USIXD,0.7773331414308552
2715,2674-MIAHT,0.7773035243473466
3078,7379-FNIUJ,0.7771163264021745
3787,0147-ESWWR,0.7768508128479478
1888,7855-DIWPO,0.7765207916741564
3675,3384-CTMSF,0.7760315591525275
1784,7714-YXSMB,0.7759537419258308
5072,5144-TVGLP,0.7759194069421504
452,5760-IFJOZ,0.7758344957727406
222,3717-OEAUQ,0.7754169108242885
2270,5339-PXDVH,0.7753083425929838
3738,9885-AIBVB,0.7751491779847994
1611,3597-MVHJT,0.7744200279872364
4109,5599-HVLTW,0.7743142400856485
515,7586-ZATGZ,0.7742373622369698
419,6557-BZXLQ,0.773809344640744
4755,0082-OQIQY,0.773635673158082
2348,8356-WUAOJ,0.7731922609774617
451,9121-PHQSR,0.7730802220707841
3751,2523-EWWZL,0.7722250157270556
847,4128-ETESU,0.7722081417610821
863,5019-GQVCR,0.7717556213371919
2639,4299-SIMNS,0.7711815940946326
148,7365-BVCJH,0.7709164759708274
1152,8778-LMWTJ,0.7704755922206349
2565,0674-EYYZV,0.7704436443151541
4082,3588-WSTTJ,0.7700793190547319
5044,4536-PLEQY,0.7699390076318718
1876,9796-BPKIW,0.7698129127244109
3005,0224-RLWWD,0.7696078643249127
4544,7901-TBKJX,0.7691774916777299
1976,4059-IIEBK,0.7688657672892099
5032,4815-GBTCD,0.7687019440286371
92,9588-OZDMQ,0.7682139554037423
1673,7952-OBOYL,0.7675846811196738
2827,1104-TNLZA,0.7669983217424498
3721,4690-PKDQG,0.7668905524118564
2276,8104-OSKWT,0.7665855717940645
4640,5119-KEPFY,0.7659251731348454
3497,1910-FMXJM,0.7658920766811416
4293,5630-IXDXV,0.7654606176311128
4472,8648-PFRMP,0.764768116649431
551,6030-REHUX,0.7643493682295041
4279,4553-DVPZG,0.7642551802486227
998,1818-ESQMW,0.7642008921493968
1511,6994-KERXL,0.7638015601715354
3831,8224-DWCKX,0.7637384958900783
3760,4373-VVHQL,0.7630280806733004
4321,7562-UXTPG,0.7626529767984821
725,2832-KJCRD,0.7622253453038588
1114,5183-SNMJQ,0.7619427730316255
2793,8705-WZCYL,0.7617795324461684
2746,0139-IVFJG,0.7611530261307335
782,6519-CFDBX,0.7603999957160341
963,1078-TDCRN,0.760150519141824
1381,0221-WMXNQ,0.7595252779377154
367,3703-KBKZP,0.7589379777331372
769,0988-JRWWP,0.7588277258151434
168,1212-GLHMD,0.7580065305785711
3384,2322-VCZHZ,0.7579203825878019
3028,4741-WWJQZ,0.7576525293585107
4046,7590-VHVEG,0.7575947230359419
1301,5650-YLIBA,0.7574571897022349
3976,2969-QWUBZ,0.7574057109313813
3998,2740-TVLFN,0.7563975501444735
3882,0248-IPDFW,0.7556380841220565
4200,9518-XXBXE,0.7554106662346273
1704,3714-NTNFO,0.7551747299700212
3965,0428-IKYCP,0.7543138259649292
109,0376-OIWME,0.7541680834160185
2492,8819-IMISP,0.7539320262192315
497,3995-WFCSM,0.7536003659303973
4145,0447-RXSGD,0.7535759693279064
2506,9620-ENEJV,0.7534630827661771
2577,5760-FXFVO,0.7528050126058746
2936,8456-QDAVC,0.7527361126249544
4106,4062-HBMOS,0.7514820930262178
4047,0114-PEGZZ,0.751318313002437
1088,7967-HYCDE,0.7510978233728721
3679,1932-UEDCX,0.7510127067434182
4315,9167-APMXZ,0.7508579597014936
3096,5153-RTHKF,0.7507332381284724
2758,4716-HHKQH,0.7505230559363509
3154,2800-QQUSO,0.7504246600630547
1303,2468-SJFLM,0.7502187373878211
1124,9274-UARKJ,0.7495094471153181
3155,6599-SFQVE,0.7475607319419989
3427,0817-HSUSE,0.7473931757157318
3389,8012-SOUDQ,0.7473696593662682
330,5016-IBERQ,0.7469131597106975
146,0599-XNYDO,0.7468663809264727
3517,0749-IRGQE,0.7468401555014024
1243,5482-VXSXJ,0.746839219444287
4311,4465-VDKIQ,0.7468157651663649
4139,0411-EZJZE,0.7467836801127714
2989,8212-CRQXP,0.7466916025160956
3236,4706-DGAHW,0.7466837418351944
1613,4546-FOKWR,0.7466043090917382
2163,7718-RXDGG,0.7462313825388273
1501,6185-TASNN,0.7459845202455658
1705,7020-OZKXZ,0.7458871824365861
3205,2675-DHUTR,0.7457922048447856
3623,8720-RQSBJ,0.7456582617496276
432,2831-EBWRN,0.7456431236768543
4874,9944-AEXBM,0.745124709880221
4978,8993-IZEUX,0.7450018837687605
13,3312-ZWLGF,0.7449503698670817
2123,2122-YWVYA,0.7447936415268712
29,6377-WHAOX,0.7447609637926965
4536,9450-TRJUU,0.7444692660108829
4848,2507-QZPQS,0.7438810177542289
4289,5647-FXOTP,0.7438621338452704
1849,2739-CACDQ,0.7438602452157174
5170,4195-NZGTA,0.7437211295048541
642,5649-RXQTV,0.7435587273951144
272,1319-YLZJG,0.7433154011231545
3690,9133-AYJZG,0.7433054562620411
4838,3748-FVMZZ,0.7432243959281292
3542,3798-EPWRR,0.7430776814394587
495,8785-CJSHH,0.7429865375065751
588,2916-BQZLN,0.7427696150471178
1783,3196-NVXLZ,0.742326511844266
3098,7504-UWHNB,0.742318996035876
2582,6078-VESFR,0.742275393565479
4317,9053-EJUNL,0.7421476431977032
1996,0869-PAPRP,0.7420617089150788
1265,7567-ECMCM,0.7420400800609064
1312,5543-QDCRY,0.7418847021438167
403,4686-UXDML,0.7417714188808239
2530,2692-BUCFV,0.7417394335357534
4856,5895-QSXOD,0.741527721237853
4900,3481-JHUZH,0.7408563023108482
3986,4360-PNRQB,0.7402659284532925
785,9469-WEJBT,0.739935553297303
2780,6034-YMTOB,0.7398453614982169
124,4238-JSSWH,0.7390635938251652
1915,9272-LSVYH,0.738730097865057
2482,8160-HOWOX,0.7386074500694046
84,2921-XWDJH,0.7384508496549053
1334,1194-HVAIF,0.7380308135692731
85,3987-KQDDU,0.7376589468932377
4585,5035-BVCXS,0.7375174198104563
582,3771-PZOBW,0.7374857077781783
763,2495-KZNFB,0.7373080820455855
1227,2697-NQBPF,0.7371697961006368
4324,2203-GHNWN,0.7371127468495844
2551,7233-DRTRF,0.7368862212817442
1923,1035-IPQPU,0.7368544344156132
4876,9398-MMQTO,0.7368368254459438
2094,8563-OYMQY,0.735721811731835
4413,4137-BTIKL,0.7354134819078957
679,4236-UJPWO,0.734958825881897
4500,0585-EGDDA,0.7349076922271093
1654,5453-AXEPF,0.7347949213955953
3640,2378-VTKDH,0.7341820146056789
1815,1399-UBQIU,0.7339647070628211
5153,0410-IPFTY,0.7339485729633921
4445,1173-NOEYG,0.733579634895259
1661,0581-MDMPW,0.7334948010795255
2319,3211-AAPKX,0.7331169974783414
3915,6481-ESCNL,0.733075463334837
5103,2373-NTKOD,0.73305194493536
2906,3312-UUMZW,0.7328797949617688
4299,1478-VPOAD,0.7327401535477682
4880,1942-OQFRW,0.732556223995386
2046,5712-AHQNN,0.7324797534182296
4549,1469-LBJQJ,0.7323628556797294
151,2874-YXVVA,0.7320988534400565
23,9921-QFQUL,0.7319952251843512
1822,1013-QCWAM,0.731526176766808
383,9732-EQMWY,0.7313609276331106
3515,7126-RBHSD,0.7313049740490993
841,2070-XYMFH,0.7310370151112564
1307,3969-GYXEL,0.7310058412842733
4114,1608-GMEWB,0.7308047775563725
581,0365-GXEZS,0.7304882255456107
358,6729-GDNGC,0.7303523957452521
4566,9752-ZNQUT,0.7302419757777245
3409,4537-DKTAL,0.7297107709211498
3079,6260-ONULR,0.7296867450731069
719,7658-UYUQS,0.7296363688092794
4490,6522-YRBXD,0.729157358987015
1929,1728-BQDMA,0.7289824683594919
3921,7404-JLKQG,0.7288649520457711
3974,6692-YQHXC,0.7281888192381935
1163,6458-CYIDZ,0.7280518257097703
1111,9112-WSNPU,0.7269048753603756
1275,3853-LYGAM,0.7268816349242241
2445,9168-INPSZ,0.7267493764169805
1836,3234-VKACU,0.7267046770017683
3650,2038-LLMLM,0.7257857586753275
3793,9743-DQKQW,0.7255042172146197
2379,5950-AAAGJ,0.7250639597130895
231,6652-YFFJO,0.7249151623355015
500,0666-UXTJO,0.7246932266017365
4702,4581-LNWUM,0.7245555647368238
4097,2347-WKKAE,0.7239662063943396
3284,9281-OFDMF,0.7232695708821041
2840,0374-IOEGQ,0.7227524799205604
1313,2823-LKABH,0.7227223562017524
1354,5213-TWWJU,0.7226822166564507
3359,7401-RUBNK,0.7224375118789584
691,2786-GCDPI,0.7213155743684675
948,6778-YSNIH,0.7210695207958912
1974,8404-GFGCZ,0.7205929572725264
3063,7048-GXDAY,0.7205438495541093
1323,6988-CJEYV,0.7203829326729219
3195,9508-ILZDG,0.7192001257361743
4127,4526-ZJJTM,0.7187252132204857
3002,9572-WUKSB,0.7185367506086208
1586,0129-KPTWJ,0.7183386748229521
199,9552-TGUZV,0.718328346930261
3405,1384-RCUXW,0.7181427918401871
319,8058-DMYRU,0.7177653483877605
1827,8543-MSDMF,0.7176002618573848
1627,2675-OTVVJ,0.7174084413404155
4681,2960-NKRSO,0.7161466031699494
1933,9584-EXCDZ,0.7155905815377694
4126,3088-LHEFH,0.7154358363461194
2291,1335-NTIUC,0.7151240901350656
888,7129-CAKJW,0.7150082210336514
3636,5129-JLPIS,0.7142138135559561
3952,9927-DSWDF,0.7141366459845715
436,3733-LSYCE,0.7137790644199916
995,5606-AMZBO,0.7134948848976196
562,0531-ZZJWQ,0.713052721024184
1358,9576-SYUHJ,0.7123636345205113
1218,1427-VERSM,0.7122408690897791
5100,7011-CVEUC,0.7118630833829659
520,3518-PZXZQ,0.7117038712885912
1630,7529-ZDFXI,0.7113779104882448
4053,3352-ALMCK,0.7110799310287335
2675,2178-PMGCJ,0.7109029835057223
3804,7508-SMHXL,0.7106951878149399
4599,2041-JIJCI,0.7106518350502887
1327,7339-POGZN,0.7102510217627669
4119,5960-MVTUK,0.7102320572977823
4697,7030-NJVDP,0.7100761516727487
1423,7277-OZCGZ,0.7100330841162966
1977,2207-QPJED,0.7098359350472514
600,6693-FRIRW,0.7097666547349197
3866,9529-OFXHY,0.7096144221804086
2287,4948-WBBKL,0.7088104306129961
3737,3014-WJKSM,0.7079864218634769
446,1833-TCXKK,0.7078394339343418
4089,9793-WECQC,0.7077759210814313
5091,5122-CYFXA,0.7075925447355336
3989,0577-WHMEV,0.7072641517768469
2191,5331-RGMTT,0.707046156986397
5118,9819-FBNSV,0.7068957690219363
4410,4570-QHXHL,0.7068762075264998
5088,5916-QEWPT,0.7062082533802156
3081,1536-HBSWP,0.705578634724882
1846,7982-VCELR,0.7052726142280006
890,7537-RBWEA,0.7052448547193952
374,2694-CIUMO,0.7049592838786887
3362,3050-GBUSH,0.7047152200575303
3223,1482-OXZSY,0.7044024558377605
4326,0141-YEAYS,0.7043724091273542
2471,1728-CXQBE,0.703936003960704
1762,9129-UXERG,0.7035538698784746
3124,2582-FFFZR,0.7034988124809348
550,4840-ORQXB,0.7034037038863201
1672,8490-BXHEO,0.70338248775836
1808,4367-NHWMM,0.7030255111948359
4725,1636-NTNCO,0.7027461435321048
3755,6127-IYJOZ,0.7026249748529909
3238,4220-TINQT,0.702455907071578
2822,2277-DJJDL,0.7021419759938146
4156,1550-EENBN,0.7019715375333028
1692,8468-EHYJA,0.701885431303819
2514,7318-EIVKO,0.7017778877496218
4824,3094-JOJAI,0.7015888262987663
1263,3716-UVSPD,0.701531193942596
1379,4067-HLYQI,0.7009820336101523
4861,5312-UXESG,0.700805640986948
4775,6259-WJQLC,0.7004933696945658
4738,8782-LKFPK,0.7003026322466908
2999,2476-YGEFM,0.6999051119952294
2304,5461-QKNTN,0.6998780558409755
4478,2974-GGUXS,0.6995756005164503
1042,7410-OIEDU,0.699262651044111
153,2227-JRSJX,0.6992497346098022
925,6862-CQUMB,0.699239915392219
604,4760-THGOT,0.6985209087665427
639,0096-BXERS,0.6982157900615337
3705,9003-CPATH,0.6978256164651988
4668,5404-GGUKR,0.6974365249014609
315,6416-YJTTB,0.6972345834012142
4394,3737-XBQDD,0.6971944514776461
861,4065-JJAVA,0.6971738218607282
482,2573-GYRUU,0.6970842266237168
5029,2604-IJPDU,0.6970431738323858
3919,6243-OZGFH,0.6969359496278461
2092,4273-MBHYA,0.6968782656403396
2370,5626-MGTUK,0.6968289242310306
3243,2208-UGTGR,0.6963335060321608
2002,2101-RANCD,0.6960835994896789
2637,9699-UBQFS,0.6958641655068918
1035,6646-JPPHA,0.695730983597728
398,9278-VZKCD,0.6948815636301062
89,5302-BDJNT,0.6944572722619875
4570,9214-EKVXR,0.6942145786684908
3123,3961-SXAXY,0.6941104521530653
3833,1471-GIQKQ,0.6940544573405999
4197,7077-XJMET,0.6940372782408685
5169,5146-CBVOE,0.6940229389883544
3453,6650-VJONK,0.6938395333124995
4531,2386-OWURY,0.6937918535329777
3768,7853-OETYL,0.6937761660887304
2772,2275-RBYQS,0.6936555308803761
346,9026-LHEVG,0.6935675766244143
149,6402-EJMWF,0.6931388037187314
3175,0829-XXPLX,0.6929685094476898
2574,3278-FSIXX,0.6927874378998375
972,2587-EKXTS,0.6920040155129088
51,6908-VVYHM,0.6917534190683768
2432,5133-POWUA,0.6916326746684708
489,3566-HJGPK,0.6912291113590143
1985,5968-VXZLG,0.6910799675481298
2994,5175-WLYXL,0.6910728529364839
3543,6907-FLBER,0.6910124750377574
135,0082-LDZUE,0.6908970674149699
3352,5055-MGMGF,0.6901888057199411
4177,8645-KWHJO,0.6901245881704777
4283,8710-YGLWG,0.6899873838394407
1763,4727-MCYZG,0.6899730716568692
3379,8950-MTZNV,0.6899513240056543
214,1346-UFHAX,0.6899351406797257
4944,5365-LLFYV,0.6895595832643957
2697,7284-BUYEC,0.6894428591758396
4672,5419-JKZNQ,0.6889338735453343
5136,5886-VLQVU,0.6883906488056243
3827,8313-KTIHG,0.6882965268039549
4807,2637-FKFSY,0.6881687653821429
4302,7176-WIONM,0.6881123404846848
1170,3503-TYDAY,0.6874809440279036
4401,7929-DMBCV,0.6874508337498499
4689,1228-ZLNBX,0.6871632929996038
3832,9777-WJJPR,0.6871296008082917
615,9029-FEGVJ,0.6868520246937313
2961,8725-JEDFD,0.6865999804420302
230,6896-SRVYQ,0.6863555073924889
4251,2360-RDGRO,0.6858333429429323
683,5392-AKEMH,0.6850880873807446
4058,0468-YRPXN,0.6850281818177801
4150,7895-VONWT,0.6845224943074215
4959,9812-GHVRI,0.6840472855549816
1143,5533-NHFRF,0.6839370496973877
4242,6233-HXJMX,0.6838157843887473
2057,8180-AKMJV,0.6831803701857089
3631,6704-UTUKK,0.682662821968936
